qid_number,question_type,trigger_type,bool_ans,llm_ms,aov,model,scene,seq,acc,mean_time
2.0,Object Information,object,1,379.43,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
7.0,Safety,time,1,353.14,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
16.0,Vicinity Awareness,time,1,352.29,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
2.0,Object Information,object,0,404.3,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
11.0,Navigation,object,1,404.3,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
2.0,Object Information,object,1,379.82,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
11.0,Navigation,object,1,382.11,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
15.0,Vicinity Awareness,time,1,346.47,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
16.0,Vicinity Awareness,time,0,345.38,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
2.0,Object Information,object,1,403.64,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
6.0,Safety,object,0,403.05,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
6.0,Safety,object,0,381.84,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
10.0,Navigation,object,0,380.24,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
15.0,Vicinity Awareness,time,1,378.99,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
16.0,Vicinity Awareness,time,1,380.35,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
4.0,Safety,object,0,351.96,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
9.0,Navigation,object,1,353.25,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
1.0,Object Information,object,0,382.69,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
11.0,Navigation,object,1,385.63,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
2.0,Object Information,object,0,379.98,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
14.0,Vicinity Awareness,object,0,378.1,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
16.0,Vicinity Awareness,time,1,380.07,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
16.0,Vicinity Awareness,time,1,379.16,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
4.0,Safety,object,0,379.44,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
11.0,Navigation,object,1,378.06,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
2.0,Object Information,object,0,435.5,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
5.0,Safety,object,0,431.87,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
4.0,Safety,object,1,430.06,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
6.0,Safety,object,0,429.42,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
2.0,Object Information,object,1,429.55,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
8.0,Navigation,object,0,428.93,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
1.0,Object Information,object,1,406.89,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
4.0,Safety,object,1,404.42,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
2.0,Object Information,object,0,403.87,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
9.0,Navigation,object,1,408.37,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
7.0,Safety,time,1,406.63,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
16.0,Vicinity Awareness,time,1,403.54,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
4.0,Safety,object,1,429.32,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
11.0,Navigation,object,1,428.88,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
9.0,Navigation,object,1,430.19,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
11.0,Navigation,object,1,429.05,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
3.0,Safety,object,0,428.7,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
10.0,Navigation,object,1,431.45,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
2.0,Object Information,object,0,434.22,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
5.0,Safety,object,0,432.14,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
2.0,Object Information,object,0,434.39,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
9.0,Navigation,object,1,434.72,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
1.0,Object Information,object,1,432.99,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
9.0,Navigation,object,1,431.31,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
5.0,Safety,object,1,406.79,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
10.0,Navigation,object,1,405.41,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
1.0,Object Information,object,1,416.81,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
8.0,Navigation,object,0,430.02,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
7.0,Safety,time,1,402.84,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
13.0,Navigation,time,1,406.35,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
3.0,Safety,object,0,384.64,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
4.0,Safety,object,1,387.26,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
1.0,Object Information,object,1,406.35,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
3.0,Safety,object,0,402.85,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
7.0,Safety,time,1,379.36,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
16.0,Vicinity Awareness,time,1,379.16,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
2.0,Object Information,object,0,400.59,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
8.0,Navigation,object,0,402.88,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
2.0,Object Information,object,0,378.01,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
9.0,Navigation,object,1,379.61,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
2.0,Object Information,object,1,402.68,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
14.0,Vicinity Awareness,object,1,405.86,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
15.0,Vicinity Awareness,time,1,399.97,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
16.0,Vicinity Awareness,time,1,401.61,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
2.0,Object Information,object,1,377.62,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
9.0,Navigation,object,1,379.25,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
13.0,Navigation,time,1,401.25,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
16.0,Vicinity Awareness,time,1,401.88,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
6.0,Safety,object,0,404.59,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
10.0,Navigation,object,1,404.5,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
12.0,Navigation,time,1,378.35,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
16.0,Vicinity Awareness,time,1,377.59,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
3.0,Safety,object,0,379.94,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
14.0,Vicinity Awareness,object,0,377.73,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
13.0,Navigation,time,1,383.5,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
16.0,Vicinity Awareness,time,1,379.17,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
6.0,Safety,object,0,400.92,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
11.0,Navigation,object,1,402.23,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
5.0,Safety,object,0,401.47,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
11.0,Navigation,object,1,401.58,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
15.0,Vicinity Awareness,time,1,376.52,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
16.0,Vicinity Awareness,time,1,378.81,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
2.0,Object Information,object,0,377.78,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
8.0,Navigation,object,0,379.73,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
3.0,Safety,object,0,403.05,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
14.0,Vicinity Awareness,object,0,405.26,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
2.0,Object Information,object,0,429.56,360,minicpmo,Marymount,2,0.6190476190476191,398.74619047619046
5.0,Safety,object,0,428.28,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
7.0,Safety,time,1,400.97,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
16.0,Vicinity Awareness,time,1,402.34,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
8.0,Navigation,object,0,402.41,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
16.0,Vicinity Awareness,time,1,401.23,360,minicpmo,Marymount,2,0.8541666666666666,380.8283333333333
3.0,Safety,object,0,429.07,360,minicpmo,Marymount,2,0.37681159420289856,394.15927536231885
10.0,Navigation,object,0,420.01,360,minicpmo,Marymount,2,0.7662337662337663,394.0963636363636
3.0,Safety,object,0,381.31,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
9.0,Navigation,object,1,379.09,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
1.0,Object Information,object,1,379.65,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
4.0,Safety,object,0,378.82,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
12.0,Navigation,time,1,405.8,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
16.0,Vicinity Awareness,time,1,405.77,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
2.0,Object Information,object,0,378.94,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
2.0,Object Information,object,1,378.58,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
16.0,Vicinity Awareness,time,1,378.5,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
16.0,Vicinity Awareness,time,1,378.47,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
2.0,Object Information,object,1,404.17,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
9.0,Navigation,object,1,406.43,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
6.0,Safety,object,0,347.12,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
10.0,Navigation,object,0,346.86,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
7.0,Safety,time,1,354.26,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
16.0,Vicinity Awareness,time,1,352.93,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
7.0,Safety,time,1,405.11,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
12.0,Navigation,time,1,407.06,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
3.0,Safety,object,0,403.53,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
9.0,Navigation,object,1,402.09,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
1.0,Object Information,object,1,405.47,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
10.0,Navigation,object,0,404.59,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
3.0,Safety,object,0,433.84,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
9.0,Navigation,object,1,439.16,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
16.0,Vicinity Awareness,time,1,325.75,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
16.0,Vicinity Awareness,time,1,325.73,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
16.0,Vicinity Awareness,time,1,334.43,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
16.0,Vicinity Awareness,time,1,334.55,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
3.0,Safety,object,0,352.74,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
6.0,Safety,object,0,377.06,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
8.0,Navigation,object,0,377.34,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
10.0,Navigation,object,1,378.98,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
1.0,Object Information,object,1,404.98,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
4.0,Safety,object,0,405.33,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
2.0,Object Information,object,0,385.83,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
6.0,Safety,object,0,403.77,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
4.0,Safety,object,0,380.08,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
5.0,Safety,object,1,380.77,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
12.0,Navigation,time,1,384.59,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
16.0,Vicinity Awareness,time,1,383.09,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
2.0,Object Information,object,0,382.04,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
5.0,Safety,object,1,382.04,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
2.0,Object Information,object,0,438.81,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
6.0,Safety,object,0,432.89,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
2.0,Object Information,object,0,467.51,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
5.0,Safety,object,1,465.7,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
5.0,Safety,object,1,432.74,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
10.0,Navigation,object,0,435.13,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
7.0,Safety,time,1,433.59,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
13.0,Navigation,time,1,433.58,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
8.0,Navigation,object,0,512.96,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
14.0,Vicinity Awareness,object,1,511.7,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
7.0,Safety,time,1,464.44,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
16.0,Vicinity Awareness,time,1,465.41,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
2.0,Object Information,object,0,517.95,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
6.0,Safety,object,0,510.78,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
13.0,Navigation,time,1,408.96,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
16.0,Vicinity Awareness,time,1,405.05,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
10.0,Navigation,object,0,379.17,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
11.0,Navigation,object,1,378.7,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
13.0,Navigation,time,1,384.08,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
16.0,Vicinity Awareness,time,1,378.83,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
3.0,Safety,object,1,380.22,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
10.0,Navigation,object,1,378.97,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
2.0,Object Information,object,1,383.44,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
14.0,Vicinity Awareness,object,1,382.64,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
1.0,Object Information,object,1,355.73,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
11.0,Navigation,object,1,356.29,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
3.0,Safety,object,0,354.67,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
4.0,Safety,object,1,354.37,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
7.0,Safety,time,1,347.36,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
12.0,Navigation,time,1,347.62,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
2.0,Object Information,object,1,346.96,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
6.0,Safety,object,0,346.42,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
4.0,Safety,object,0,353.41,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
8.0,Navigation,object,0,354.45,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
5.0,Safety,object,0,383.37,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
11.0,Navigation,object,1,382.87,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
12.0,Navigation,time,1,410.28,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
13.0,Navigation,time,1,410.37,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
3.0,Safety,object,0,382.36,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
5.0,Safety,object,0,383.5,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
4.0,Safety,object,0,405.73,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
11.0,Navigation,object,0,405.8,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
11.0,Navigation,object,1,404.52,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
14.0,Vicinity Awareness,object,1,407.73,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
7.0,Safety,time,1,386.91,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
16.0,Vicinity Awareness,time,1,403.36,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
10.0,Navigation,object,0,354.14,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
11.0,Navigation,object,1,353.77,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
2.0,Object Information,object,1,355.15,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
9.0,Navigation,object,1,355.13,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
12.0,Navigation,time,1,353.57,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
16.0,Vicinity Awareness,time,0,352.71,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
2.0,Object Information,object,1,354.06,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
8.0,Navigation,object,0,354.2,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
13.0,Navigation,time,1,348.56,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
15.0,Vicinity Awareness,time,1,347.53,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
9.0,Navigation,object,1,354.15,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
11.0,Navigation,object,1,347.31,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
3.0,Safety,object,1,351.45,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
11.0,Navigation,object,1,352.4,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
7.0,Safety,time,1,348.37,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
13.0,Navigation,time,1,347.67,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
1.0,Object Information,object,1,352.49,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
3.0,Safety,object,0,354.51,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
5.0,Safety,object,0,385.45,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
6.0,Safety,object,0,379.41,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
7.0,Safety,time,1,354.99,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
13.0,Navigation,time,1,380.09,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
3.0,Safety,object,0,434.35,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
10.0,Navigation,object,0,434.57,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
5.0,Safety,object,0,401.02,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
14.0,Vicinity Awareness,object,0,403.71,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
3.0,Safety,object,1,492.78,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
11.0,Navigation,object,1,493.36,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
6.0,Safety,object,0,467.12,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
8.0,Navigation,object,0,466.2,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
8.0,Navigation,object,0,495.79,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
11.0,Navigation,object,1,493.9,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
2.0,Object Information,object,0,467.01,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
4.0,Safety,object,0,466.27,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
12.0,Navigation,time,1,436.0,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
16.0,Vicinity Awareness,time,1,438.81,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
9.0,Navigation,object,1,466.15,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
14.0,Vicinity Awareness,object,1,461.53,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
4.0,Safety,object,0,432.26,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
9.0,Navigation,object,1,433.02,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
10.0,Navigation,object,0,433.03,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
14.0,Vicinity Awareness,object,0,421.91,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
15.0,Vicinity Awareness,time,1,334.17,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
16.0,Vicinity Awareness,time,1,333.92,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
5.0,Safety,object,0,404.61,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
6.0,Safety,object,0,404.89,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
12.0,Navigation,time,1,407.29,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
16.0,Vicinity Awareness,time,1,405.84,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
8.0,Navigation,object,0,432.07,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
9.0,Navigation,object,1,431.34,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
1.0,Object Information,object,1,405.74,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
2.0,Object Information,object,0,407.3,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
2.0,Object Information,object,0,437.05,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
2.0,Object Information,object,0,434.67,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
2.0,Object Information,object,1,466.74,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
11.0,Navigation,object,1,465.9,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
16.0,Vicinity Awareness,time,1,429.85,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
16.0,Vicinity Awareness,time,1,430.93,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
2.0,Object Information,object,0,432.71,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
8.0,Navigation,object,0,435.16,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
2.0,Object Information,object,1,380.95,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
6.0,Safety,object,0,382.76,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
6.0,Safety,object,0,403.76,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
10.0,Navigation,object,0,386.83,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
15.0,Vicinity Awareness,time,1,432.33,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
16.0,Vicinity Awareness,time,1,432.64,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
4.0,Safety,object,0,432.7,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
9.0,Navigation,object,1,431.11,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
7.0,Safety,time,1,354.8,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
16.0,Vicinity Awareness,time,1,356.46,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
2.0,Object Information,object,0,433.93,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
11.0,Navigation,object,1,435.18,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
9.0,Navigation,object,1,434.59,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
11.0,Navigation,object,1,434.8,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
13.0,Navigation,time,1,431.4,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
16.0,Vicinity Awareness,time,1,432.87,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
5.0,Safety,object,1,384.13,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
11.0,Navigation,object,1,383.3,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
2.0,Object Information,object,0,407.3,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
4.0,Safety,object,1,404.53,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
2.0,Object Information,object,0,405.29,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
6.0,Safety,object,0,405.03,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
1.0,Object Information,object,1,405.9,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
8.0,Navigation,object,0,404.72,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
16.0,Vicinity Awareness,time,1,378.69,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
16.0,Vicinity Awareness,time,1,377.96,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
4.0,Safety,object,0,381.72,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
9.0,Navigation,object,1,380.88,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
12.0,Navigation,time,1,403.54,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
16.0,Vicinity Awareness,time,1,404.8,360,minicpmo,Marymount,1,0.847457627118644,383.45118644067793
2.0,Object Information,object,1,406.69,360,minicpmo,Marymount,1,0.5849056603773585,392.21075471698117
9.0,Navigation,object,1,404.46,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
4.0,Safety,object,0,433.61,360,minicpmo,Marymount,1,0.358974358974359,394.55000000000007
11.0,Navigation,object,1,435.47,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
9.0,Navigation,object,1,434.66,360,minicpmo,Marymount,1,0.7448979591836735,399.3980612244898
